0
(0.0469385,0)
(0.0053822,0)
(0.0405774,0)
(0.00330155,0)
(0.0421519,0)
(0.00724902,0)
(0.0391094,0)
(0.00551912,0)
(0.0361537,0)
(0.00688784,0)
(0.0341283,0)
(0.00390901,0)
(0.0327932,0)
(0.00640731,0)
(0.0330713,0)
(0.00469811,0)
(0.0303187,0)
(0.0036894,0)
(0.0320115,0)
(0.00527351,0)
(0.0301682,0)
(0.00527387,0)
(0.0304402,0)
(0.00277912,0)
(0.0288673,0)
(0.00288876,0)
(0.0275999,0)
(0.0025778,0)
(0.0278265,0)
(0.00463903,0)
(0.0273373,0)
(0.00350991,0)
(0.0278261,0)
(0.00374532,0)
(0.0284319,0)
(0.00371213,0)
(0.0271466,0)
1
(0,0)
(1,0)
(0.0144045,0)
(0.314782,0)
(0.0474332,0)
(0.133256,0)
(0.119812,0)
(0.194005,0)
(0.0288865,0)
(0.149686,0)
(0.0081171,0)
(0.104316,0)
(0.0236959,0)
(0.0923169,0)
(0.0165132,0)
(0.0940115,0)
(0.00806956,0)
(0.0718966,0)
(0.00823228,0)
(0.0628291,0)
(0.0104815,0)
(0.0642669,0)
(0.00329285,0)
(0.0569193,0)
(0.00649221,0)
(0.0505584,0)
(0.00693576,0)
(0.0494537,0)
(0.00338751,0)
(0.0474,0)
(0.00428543,0)
(0.04251,0)
(0.00566611,0)
(0.0410755,0)
(0.00495702,0)
(0.0418063,0)
(0.00291207,0)
(0.0382451,0)
(0.00324542,0)
(0.0358508,0)
(0.00453439,0)
(0.0374255,0)
(0.00256191,0)
(0.0345113,0)
(0.00306247,0)
(0.0335226,0)
(0.00505231,0)
(0.0345047,0)
(0.00257091,0)
(0.0318604,0)
(0.00273416,0)
(0.0311349,0)
(0.00333908,0)
(0.0316722,0)
(0.00327096,0)
(0.0316766,0)
(0.00274863,0)
(0.0305202,0)
(0.00296601,0)
(0.0306485,0)
(0.00257491,0)
(0.0309928,0)
(0.00276686,0)
(0.0298764,0)
1
(0,0)
(1,0)
(0.0397779,0)
(0.345666,0)
(0.0697429,0)
(0.245503,0)
(0.05268,0)
(0.139542,0)
(0.0569819,0)
(0.100035,0)
(0.034073,0)
(0.0906923,0)
(0.0268409,0)
(0.0915379,0)
(0.012504,0)
(0.0722135,0)
(0.0114043,0)
(0.0671873,0)
(0.0150378,0)
(0.0539194,0)
(0.0137679,0)
(0.0477869,0)
(0.0130024,0)
(0.0481476,0)
(0.00968767,0)
(0.0458109,0)
(0.00901983,0)
(0.0436864,0)
(0.00878038,0)
(0.0394049,0)
(0.00784797,0)
(0.035612,0)
(0.00669015,0)
(0.0333175,0)
(0.00922062,0)
(0.0346269,0)
(0.00792441,0)
(0.0326619,0)
(0.00613131,0)
(0.0327561,0)
(0.00638558,0)
(0.0297785,0)
(0.00623138,0)
(0.0294771,0)
(0.00677298,0)
(0.0281007,0)
(0.00659649,0)
(0.0284655,0)
(0.00631805,0)
(0.0265545,0)
(0.00733801,0)
(0.0294698,0)
(0.00357852,0)
(0.0263923,0)
(0.00742118,0)
(0.0271522,0)
(0.00831239,0)
(0.0262083,0)
(0.00467858,0)
(0.0261654,0)
(0.00547693,0)
(0.025004,0)
(0.00423954,0)
(0.0249394,0)
2
(0,0)
(1,0)
(0.0337903,0)
(0.319893,0)
(0.0762762,0)
(0.122218,0)
(0.0905109,0)
(0.15624,0)
(0.0305413,0)
(0.133991,0)
(0.0092363,0)
(0.090158,0)
(0.0227998,0)
(0.0815102,0)
(0.0149179,0)
(0.0804317,0)
(0.00727917,0)
(0.0674954,0)
(0.0109505,0)
(0.0546885,0)
(0.0113765,0)
(0.0559317,0)
(0.00599932,0)
(0.0522761,0)
(0.00546943,0)
(0.0452854,0)
(0.00716192,0)
(0.0437943,0)
(0.00630412,0)
(0.0436402,0)
(0.0043595,0)
(0.0397938,0)
(0.00644676,0)
(0.0357461,0)
(0.00397526,0)
(0.0357141,0)
(0.00350485,0)
(0.0348011,0)
(0.00465495,0)
(0.031387,0)
(0.00409873,0)
(0.0317833,0)
(0.00525683,0)
(0.0331944,0)
(0.00311836,0)
(0.0299416,0)
(0.0027627,0)
(0.0290834,0)
(0.00426123,0)
(0.029131,0)
(0.00308556,0)
(0.0300858,0)
(0.00452198,0)
(0.0276002,0)
(0.00394736,0)
(0.0277295,0)
(0.00260987,0)
(0.0279363,0)
(0.00367014,0)
(0.0271611,0)
(0.002992,0)
(0.0264898,0)
(0.0036605,0)
(0.0278694,0)
2
(0,0)
(1,0)
(0.0190027,0)
(0.30885,0)
(0.0597288,0)
(0.135148,0)
(0.0961379,0)
(0.18632,0)
(0.0305236,0)
(0.145828,0)
(0.00563414,0)
(0.09323,0)
(0.0243952,0)
(0.0982368,0)
(0.00934704,0)
(0.0870556,0)
(0.00456949,0)
(0.0707544,0)
(0.0085595,0)
(0.0640211,0)
(0.00594489,0)
(0.0626722,0)
(0.00236548,0)
(0.0552129,0)
(0.00462917,0)
(0.0492412,0)
(0.00401276,0)
(0.0495855,0)
(0.000705114,0)
(0.0450433,0)
(0.0036649,0)
(0.0417462,0)
(0.00304831,0)
(0.0417341,0)
(0.000790455,0)
(0.0393038,0)
(0.00218137,0)
(0.0373453,0)
(0.00297409,0)
(0.0361196,0)
(0.000691315,0)
(0.0350995,0)
(0.00167655,0)
(0.0331934,0)
(0.00316577,0)
(0.0331489,0)
(0.000999806,0)
(0.0321628,0)
(0.00216236,0)
(0.0331368,0)
(0.00251826,0)
(0.0310748,0)
(0.000463725,0)
(0.0305728,0)
(0.00102492,0)
(0.0300744,0)
(0.00159369,0)
(0.0302618,0)
(0.00149759,0)
(0.0302338,0)
(0.0010137,0)
(0.0298557,0)
(0.00143744,0)
(0.0293291,0)
2
(0,0)
(1,0)
(0.0193074,0)
(0.320202,0)
(0.0571153,0)
(0.122281,0)
(0.115599,0)
(0.183702,0)
(0.0291233,0)
(0.14529,0)
(0.00370206,0)
(0.0999074,0)
(0.0274931,0)
(0.0911652,0)
(0.0147964,0)
(0.0875349,0)
(0.0052331,0)
(0.0708596,0)
(0.00909151,0)
(0.0606801,0)
(0.0120903,0)
(0.0622328,0)
(0.00437738,0)
(0.0556672,0)
(0.00544014,0)
(0.0487131,0)
(0.00878703,0)
(0.0470553,0)
(0.00509057,0)
(0.045415,0)
(0.00357493,0)
(0.042087,0)
(0.00603339,0)
(0.0392302,0)
(0.00523983,0)
(0.0392301,0)
(0.00377429,0)
(0.0377722,0)
(0.00376486,0)
(0.0339949,0)
(0.00559438,0)
(0.0352793,0)
(0.00406626,0)
(0.0344586,0)
(0.00351336,0)
(0.0321338,0)
(0.00506326,0)
(0.0322366,0)
(0.00415824,0)
(0.0307636,0)
(0.00291445,0)
(0.0316545,0)
(0.00480674,0)
(0.0300029,0)
(0.00325665,0)
(0.0298454,0)
(0.00327864,0)
(0.0299355,0)
(0.00351782,0)
(0.0292604,0)
(0.00403026,0)
(0.0292085,0)
(0.00358965,0)
(0.029042,0)
3
(0,0)
(1,0)
(0.00871754,0)
(0.328706,0)
(0.0427859,0)
(0.151804,0)
(0.133066,0)
(0.18546,0)
(0.0269345,0)
(0.139568,0)
(0.00994096,0)
(0.112068,0)
(0.0341282,0)
(0.0895464,0)
(0.0168535,0)
(0.0844829,0)
(0.00864383,0)
(0.0732241,0)
(0.00845386,0)
(0.0613734,0)
(0.0157307,0)
(0.0579162,0)
(0.00735974,0)
(0.0539903,0)
(0.00611425,0)
(0.0519155,0)
(0.0101136,0)
(0.0454028,0)
(0.00743054,0)
(0.0440454,0)
(0.00510949,0)
(0.043784,0)
(0.00609713,0)
(0.0376835,0)
(0.00606646,0)
(0.037116,0)
(0.004366,0)
(0.0363086,0)
(0.00393242,0)
(0.0359861,0)
(0.00606913,0)
(0.0315469,0)
(0.00395202,0)
(0.0321809,0)
(0.00395775,0)
(0.0317149,0)
(0.00361368,0)
(0.0299793,0)
(0.00312252,0)
(0.030032,0)
(0.00416905,0)
(0.0292969,0)
(0.00187966,0)
(0.0283516,0)
(0.00357181,0)
(0.0290113,0)
(0.00293018,0)
(0.0271118,0)
(0.00278155,0)
(0.027847,0)
(0.00208188,0)
(0.0274486,0)
(0.00300673,0)
(0.0277687,0)
3
(0,0)
(1,0)
(0.00947248,0)
(0.308029,0)
(0.0648534,0)
(0.136797,0)
(0.125054,0)
(0.217673,0)
(0.0122586,0)
(0.146478,0)
(0.00570658,0)
(0.0996382,0)
(0.0260321,0)
(0.103242,0)
(0.00874264,0)
(0.0912591,0)
(0.00864284,0)
(0.0728479,0)
(0.00896077,0)
(0.0668187,0)
(0.00690219,0)
(0.0664104,0)
(0.00522494,0)
(0.0564094,0)
(0.00570512,0)
(0.0520611,0)
(0.00513765,0)
(0.0524936,0)
(0.00304503,0)
(0.046757,0)
(0.00453741,0)
(0.0436461,0)
(0.00436304,0)
(0.0444954,0)
(0.0025339,0)
(0.0401689,0)
(0.00353434,0)
(0.0390769,0)
(0.00358582,0)
(0.0378938,0)
(0.00137813,0)
(0.0365748,0)
(0.0037588,0)
(0.0358014,0)
(0.00370185,0)
(0.0353348,0)
(0.00166318,0)
(0.0337669,0)
(0.00344953,0)
(0.0336595,0)
(0.00249948,0)
(0.0318388,0)
(0.00153553,0)
(0.0321992,0)
(0.00317793,0)
(0.0322091,0)
(0.00242664,0)
(0.0310481,0)
(0.00228038,0)
(0.0317097,0)
(0.0026131,0)
(0.0309502,0)
(0.0024109,0)
(0.0308396,0)
3
(0,0)
(1,0)
(0.0127786,0)
(0.29554,0)
(0.0337466,0)
(0.145603,0)
(0.123998,0)
(0.228187,0)
(0.0185891,0)
(0.134491,0)
(0.00621324,0)
(0.102362,0)
(0.0241287,0)
(0.107268,0)
(0.00978313,0)
(0.0811509,0)
(0.0071566,0)
(0.0761246,0)
(0.00742655,0)
(0.0711282,0)
(0.00773502,0)
(0.0598212,0)
(0.00395083,0)
(0.0572753,0)
(0.00561617,0)
(0.0546621,0)
(0.00549378,0)
(0.0489573,0)
(0.00313446,0)
(0.0472427,0)
(0.0045537,0)
(0.0456009,0)
(0.00341383,0)
(0.041358,0)
(0.00210031,0)
(0.040269,0)
(0.00429142,0)
(0.0394638,0)
(0.00231453,0)
(0.0375796,0)
(0.00140217,0)
(0.0363876,0)
(0.00354735,0)
(0.0358705,0)
(0.00215944,0)
(0.0348181,0)
(0.00150454,0)
(0.0335228,0)
(0.00368234,0)
(0.032651,0)
(0.00186795,0)
(0.03281,0)
(0.0019599,0)
(0.0313632,0)
(0.00323638,0)
(0.0318871,0)
(0.00210695,0)
(0.0314397,0)
(0.0020943,0)
(0.0309246,0)
(0.00194106,0)
(0.0311073,0)
(0.00194218,0)
(0.0304508,0)
4
(0,0)
(1,0)
(0.0282721,0)
(0.33833,0)
(0.099283,0)
(0.148944,0)
(0.0800109,0)
(0.12513,0)
(0.0532502,0)
(0.138359,0)
(0.0112735,0)
(0.103419,0)
(0.030649,0)
(0.0804599,0)
(0.0236884,0)
(0.0774626,0)
(0.0118788,0)
(0.0696878,0)
(0.00993763,0)
(0.0591162,0)
(0.0160175,0)
(0.0524164,0)
(0.0116463,0)
(0.0527482,0)
(0.00764408,0)
(0.0490675,0)
(0.00930843,0)
(0.0430954,0)
(0.0105928,0)
(0.0405095,0)
(0.00839403,0)
(0.0408071,0)
(0.00701892,0)
(0.0381561,0)
(0.00968717,0)
(0.0348915,0)
(0.00696237,0)
(0.034422,0)
(0.0065782,0)
(0.0338601,0)
(0.00715528,0)
(0.0321696,0)
(0.00659557,0)
(0.0308748,0)
(0.00811388,0)
(0.0319314,0)
(0.00597004,0)
(0.0298636,0)
(0.00646137,0)
(0.0276552,0)
(0.00582897,0)
(0.0285226,0)
(0.00650551,0)
(0.0290317,0)
(0.00543759,0)
(0.0285478,0)
(0.00596416,0)
(0.0273111,0)
(0.00571438,0)
(0.0273192,0)
(0.00528532,0)
(0.0279252,0)
(0.00531711,0)
(0.0268037,0)
4
(0,0)
(1,0)
(0.0141213,0)
(0.307247,0)
(0.117938,0)
(0.17368,0)
(0.0794125,0)
(0.18067,0)
(0.0381188,0)
(0.148954,0)
(0.0122269,0)
(0.101333,0)
(0.0268833,0)
(0.10326,0)
(0.00913959,0)
(0.0908665,0)
(0.00784834,0)
(0.071744,0)
(0.010209,0)
(0.0666942,0)
(0.0074435,0)
(0.0668156,0)
(0.00523366,0)
(0.0544119,0)
(0.006028,0)
(0.0520451,0)
(0.00492373,0)
(0.0513997,0)
(0.00237299,0)
(0.0457378,0)
(0.00599055,0)
(0.0446932,0)
(0.00402773,0)
(0.0432302,0)
(0.00345341,0)
(0.0416441,0)
(0.00493804,0)
(0.0388007,0)
(0.00285617,0)
(0.0372566,0)
(0.00237416,0)
(0.0367425,0)
(0.00340299,0)
(0.0351061,0)
(0.00349592,0)
(0.0345655,0)
(0.00312419,0)
(0.0353825,0)
(0.00375592,0)
(0.0316832,0)
(0.00245195,0)
(0.032686,0)
(0.00238116,0)
(0.0317513,0)
(0.00247016,0)
(0.031873,0)
(0.00388812,0)
(0.0316458,0)
(0.00175335,0)
(0.0307335,0)
(0.00256681,0)
(0.0305176,0)
(0.00252194,0)
(0.030728,0)
4
(0,0)
(1,0)
(0.0182866,0)
(0.315685,0)
(0.0773364,0)
(0.139703,0)
(0.101501,0)
(0.181417,0)
(0.0274597,0)
(0.143852,0)
(0.00592995,0)
(0.0987126,0)
(0.0283887,0)
(0.0945703,0)
(0.012776,0)
(0.0885123,0)
(0.00783711,0)
(0.070748,0)
(0.00884552,0)
(0.0602842,0)
(0.011587,0)
(0.0641311,0)
(0.00474403,0)
(0.0549846,0)
(0.006529,0)
(0.0489834,0)
(0.0074503,0)
(0.0484235,0)
(0.00395474,0)
(0.0461627,0)
(0.00488073,0)
(0.0412095,0)
(0.00676062,0)
(0.0404796,0)
(0.00441877,0)
(0.0401109,0)
(0.00413787,0)
(0.0368509,0)
(0.00384708,0)
(0.0346399,0)
(0.00509441,0)
(0.0365958,0)
(0.00362526,0)
(0.0338898,0)
(0.00412961,0)
(0.0324022,0)
(0.00445747,0)
(0.0332676,0)
(0.00311478,0)
(0.0311185,0)
(0.00296226,0)
(0.0305071,0)
(0.00437384,0)
(0.0310855,0)
(0.00298811,0)
(0.0307367,0)
(0.00392006,0)
(0.02969,0)
(0.00325763,0)
(0.0296695,0)
(0.00339107,0)
(0.0300362,0)
(0.0033189,0)
(0.0289641,0)
